Address,City,State,Median Household Income
"600 BLOCK OF MYRTLE AVE, Albany, NY",Albany,NY,"$54,736"
"200 BLOCK OF SOUTH ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF MONUMENT WALK, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF NEVINS ST, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF FLATBUSH AVE, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF AVE OF THE FINEST, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF WATER ST, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF FLATBUSH AVE, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF N ELLIOTT PL, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF SMITH ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF FLEET ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF TILLARY ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF GOLD ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF TILLARY ST, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF JAY ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF WASHINGTON ST, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF FLATBUSH AVE, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF MYRTLE AVE, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF 3RD ST, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF FLATBUSH AVE, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF GOLD ST, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF JAY ST, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF LIVINGSTON ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF FLEET ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF SMITH ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF SANDS ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF CATHERINE ST, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF BOND ST, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF FLEET ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF YORK ST, Brooklyn, NY",Brooklyn,NY,
"I-278, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF FLATBUSH AVE, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF FLEET ST, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF COURT ST, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF 4TH AVE, Brooklyn, NY",Brooklyn,NY,
"600 BLOCK OF ATLANTIC AVE, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF JAY ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF CHERRY ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF COURT ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF CLINTON ST, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF LIVINGSTON ST, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF COURT ST, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF W 42ND ST, Manhattan, NY",Manhattan,NY,
"1900 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1900 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1700 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"800 BLOCK OF 8TH AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"1500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF W 57TH ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF W END AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"900 BLOCK OF 8TH AVE, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF 10TH AVE, New York, NY",New York,NY,"$76,607"
"900 BLOCK OF 7TH AVE, New York, NY",New York,NY,"$76,607"
"1600 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF 10TH AVE, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF 8TH AVE, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF 10TH AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF 12TH AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF CENTRAL PARK W, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF COLUMBUS AVE, New York, NY",New York,NY,"$76,607"
"1500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF 12TH AVE, New York, NY",New York,NY,"$76,607"
"2100 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF 10TH AVE, New York, NY",New York,NY,"$76,607"
"1900 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF W 57TH ST, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF ROCKEFELLER PLZ, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF W 50TH ST, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF 9TH AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF COLUMBUS CIR, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF W 46TH ST, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 78TH ST, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF COLUMBUS CIR, New York, NY",New York,NY,"$76,607"
"2100 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"900 BLOCK OF 8TH AVE, New York, NY",New York,NY,"$76,607"
"1100 BLOCK OF COLE AVENUE, Los Angeles, CA",Los Angeles,CA,
"VINE STREET AND FOUNTAIN AVENUE, Los Angeles, CA",Los Angeles,CA,
"6600 BLOCK OF SANTA MONICA BLVD, Los Angeles, CA",Los Angeles,CA,
"7000 BLOCK OF HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"1600 BLOCK OF N EL CENTRO AV, Los Angeles, CA",Los Angeles,CA,
"7000 BLOCK OF LANEWOOD AV, Los Angeles, CA",Los Angeles,CA,
"SELMA AVE AND N CHEROKEE AVE, Los Angeles, CA",Los Angeles,CA,
"CHEROKEE, Los Angeles, CA",Los Angeles,CA,
"6200 BLOCK OF HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"WILCOX AVE AND HOLLYWOOD BLVD, Los Angeles, CA",Los Angeles,CA,
"5800 BLOCK OF SANTA MONICA BL, Los Angeles, CA",Los Angeles,CA,
"6800 BLOCK OF HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"6500 BLOCK OF LELAND WY, Los Angeles, CA",Los Angeles,CA,
"1800 BLOCK OF TAFT AV, Los Angeles, CA",Los Angeles,CA,
"6700 BLOCK OF DE LONGPRE AV, Los Angeles, CA",Los Angeles,CA,
"6600 BLOCK OF SANTA MONICA BL, Los Angeles, CA",Los Angeles,CA,
"6200 BLOCK OF HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"5500 BLOCK OF W SUNSET BL, Los Angeles, CA",Los Angeles,CA,
"1600 BLOCK OF N LAS PALMAS AV, Los Angeles, CA",Los Angeles,CA,
"WOODLAND HILLS, Los Angeles, CA",Los Angeles,CA,
"5600 BLOCK OF HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"HOLLYWOOD, Los Angeles, CA",Los Angeles,CA,
"5800 BLOCK OF LEXINGTON AV, Los Angeles, CA",Los Angeles,CA,
"1500 BLOCK OF N SERRANO AV, Los Angeles, CA",Los Angeles,CA,
"1800 BLOCK OF CHEROKEE AV, Los Angeles, CA",Los Angeles,CA,
"6800 BLOCK OF HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"IVAR AVE AND DE LONGPRE AV, Los Angeles, CA",Los Angeles,CA,
"1800 BLOCK OF GARFIELD PL, Los Angeles, CA",Los Angeles,CA,
"1800 BLOCK OF WHITLEY AV, Los Angeles, CA",Los Angeles,CA,
"6300 BLOCK OF ROMAINE ST, Los Angeles, CA",Los Angeles,CA,
"SANTA MONICA, Los Angeles, CA",Los Angeles,CA,
"1600 BLOCK OF SCHRADER BL, Los Angeles, CA",Los Angeles,CA,
"5700 BLOCK OF LA MIRADA AV, Los Angeles, CA",Los Angeles,CA,
"6600 BLOCK OF EMMETT TR, Los Angeles, CA",Los Angeles,CA,
"5600 BLOCK OF LEXINGTON AV, Los Angeles, CA",Los Angeles,CA,
"6600 BLOCK OF SANTA MONICA BL, Los Angeles, CA",Los Angeles,CA,
"900 BLOCK OF N HUDSON AV, Los Angeles, CA",Los Angeles,CA,
"1700 BLOCK OF CANYON DR, Los Angeles, CA",Los Angeles,CA,
"5800 BLOCK OF FOOTHILL DR, Los Angeles, CA",Los Angeles,CA,
"HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"6600 BLOCK OF SANTA MONICA BL, Los Angeles, CA",Los Angeles,CA,
"1700 BLOCK OF N GOWER ST, Los Angeles, CA",Los Angeles,CA,
"7000 BLOCK OF HOLLYWOOD BL, Los Angeles, CA",Los Angeles,CA,
"7000 BLOCK OF W SUNSET BL, Los Angeles, CA",Los Angeles,CA,
"6600 BLOCK OF SUNSET BLVD, Los Angeles, CA",Los Angeles,CA,
"1300 BLOCK OF CHEROKEE AV, Los Angeles, CA",Los Angeles,CA,
"1100 BLOCK OF YORK AVE, Manhattan, NY",Manhattan,NY,
"52-*** 2ND ST, Long Island City, NY",Long Island City,NY,
"1100 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"25-*** 43RD AVE, Long Island City, NY",Long Island City,NY,
"40-*** CRESCENT ST, Long Island City, NY",Long Island City,NY,
"50-*** VERNON BLVD, Long Island City, NY",Long Island City,NY,
"00 BLOCK OF ASH ST, Brooklyn, NY",Brooklyn,NY,
"1200 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"41-*** 21ST ST, Long Island City, NY",Long Island City,NY,
"1200 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"1200 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"14-*** 36TH AVE, Astoria, NY",Astoria,NY,
"900 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"800 BLOCK OF MANHATTAN AVE, Brooklyn, NY",Brooklyn,NY,
"1300 BLOCK OF YORK AVE, New York, NY",New York,NY,"$76,607"
"1000 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF BOX ST, Brooklyn, NY",Brooklyn,NY,
"44-*** 23RD ST, Long Island City, NY",Long Island City,NY,
"34-*** 21ST ST, Astoria, NY",Astoria,NY,
"10-*** JACKSON AVE, Long Island City, NY",Long Island City,NY,
"1000 BLOCK OF MANHATTAN AVE, Brooklyn, NY",Brooklyn,NY,
"30-*** THOMSON AVE, Long Island City, NY",Long Island City,NY,
"51-*** VERNON BLVD, Long Island City, NY",Long Island City,NY,
"45-*** VAN DAM ST, Long Island City, NY",Long Island City,NY,
"35-*** 9TH ST, Astoria, NY",Astoria,NY,
"21-*** 41ST AVE, Long Island City, NY",Long Island City,NY,
"00 BLOCK OF SUTTON PL S, New York, NY",New York,NY,"$76,607"
"46-*** VERNON BLVD, Long Island City, NY",Long Island City,NY,
"44-*** 21ST ST, Long Island City, NY",Long Island City,NY,
"11-*** 40TH AVE, Long Island City, NY",Long Island City,NY,
"47-*** 5TH ST, Long Island City, NY",Long Island City,NY,
"40-*** 29TH ST, Long Island City, NY",Long Island City,NY,
"900 BLOCK OF MANHATTAN AVE, Brooklyn, NY",Brooklyn,NY,
"1300 BLOCK OF YORK AVE, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF E 71ST ST, New York, NY",New York,NY,"$76,607"
"900 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"900 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"900 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"42-*** 12TH ST, Long Island City, NY",Long Island City,NY,
"12-*** 37TH AVE, Long Island City, NY",Long Island City,NY,
"44-*** 21ST ST, Long Island City, NY",Long Island City,NY,
"400 BLOCK OF E 60TH ST, New York, NY",New York,NY,"$76,607"
"1200 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"1000 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"41-*** 21ST ST, Long Island City, NY",Long Island City,NY,
"00 BLOCK OF KINGSTON AVE, Brooklyn, NY",Brooklyn,NY,
"1300 BLOCK OF ATLANTIC AVE, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF BROOKLYN AVE, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF LEFFERTS AVE, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF LINDEN BLVD, Brooklyn, NY",Brooklyn,NY,
"1600 BLOCK OF BEDFORD AVE, Brooklyn, NY",Brooklyn,NY,
"1200 BLOCK OF PROSPECT PL, Brooklyn, NY",Brooklyn,NY,
"2100 BLOCK OF CHURCH AVE, Brooklyn, NY",Brooklyn,NY,
"1600 BLOCK OF ATLANTIC AVE, Brooklyn, NY",Brooklyn,NY,
"3900 BLOCK OF SNYDER AVE, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF EASTERN PKWY, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF UTICA AVE, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF ST MARKS AVE, Brooklyn, NY",Brooklyn,NY,
"1400 BLOCK OF BEDFORD AVE, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF OCEAN AVE, Brooklyn, NY",Brooklyn,NY,
"2200 BLOCK OF CATON AVE, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF EASTERN PKWY, Brooklyn, NY",Brooklyn,NY,
"1700 BLOCK OF BEDFORD AVE, Brooklyn, NY",Brooklyn,NY,
"900 BLOCK OF NEW YORK AVE, Brooklyn, NY",Brooklyn,NY,
"1200 BLOCK OF FULTON ST, Brooklyn, NY",Brooklyn,NY,
"2500 BLOCK OF TILDEN AVE, Brooklyn, NY",Brooklyn,NY,
"1300 BLOCK OF ATLANTIC AVE, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF ROGERS AVE, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF KINGSTON AVE, Brooklyn, NY",Brooklyn,NY,
"500 BLOCK OF PARK PL, Brooklyn, NY",Brooklyn,NY,
"2100 BLOCK OF BEDFORD AVE, Brooklyn, NY",Brooklyn,NY,
"500 BLOCK OF CLARKSON AVE, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF UNDERHILL AVE, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF SCHENECTADY AVE, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF WOODRUFF AVE, Brooklyn, NY",Brooklyn,NY,
"800 BLOCK OF FRANKLIN AVE, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF HALSEY ST, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF NOSTRAND AVE, Brooklyn, NY",Brooklyn,NY,
"100 BLOCK OF WOODRUFF AVE, Brooklyn, NY",Brooklyn,NY,
"1200 BLOCK OF BEDFORD AVE, Brooklyn, NY",Brooklyn,NY,
"200 BLOCK OF UTICA AVE, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF OCEAN AVE, Brooklyn, NY",Brooklyn,NY,
"4000 BLOCK OF CHURCH AVE, Brooklyn, NY",Brooklyn,NY,
"700 BLOCK OF CLASSON AVE, Brooklyn, NY",Brooklyn,NY,
"500 BLOCK OF LEFFERTS AVE, Brooklyn, NY",Brooklyn,NY,
"900 BLOCK OF PACIFIC ST, Brooklyn, NY",Brooklyn,NY,
"600 BLOCK OF FLATBUSH AVE, Brooklyn, NY",Brooklyn,NY,
"700 BLOCK OF MONTGOMERY ST, Brooklyn, NY",Brooklyn,NY,
"400 BLOCK OF UTICA AVE, Brooklyn, NY",Brooklyn,NY,
"00 BLOCK OF LINDEN BLVD, Brooklyn, NY",Brooklyn,NY,
"300 BLOCK OF DELAWARE STREET, Kingston, NY",Kingston,NY,"$62,071"
"1000 BLOCK OF FLATBUSH RD, Kingston, NY",Kingston,NY,"$62,071"
"2800 BLOCK OF ROUTE 9W, Saugerties, NY",Saugerties,NY,"$52,703"
"1000 BLOCK OF FLATBUSH ROAD, Kingston, NY",Kingston,NY,"$62,071"
"00 BLOCK OF E MARKET ST, Red Hook, NY",Red Hook,NY,"$90,750"
"1000 BLOCK OF FLATBUSH RD, Kingston, NY",Kingston,NY,"$62,071"
"KENT AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"FRANCIS AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"EAST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"TYLER STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"WAHCONAH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"FIRST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"FIRST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"SPRINGSIDE AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"MOHAWK STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"WEST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"SEYMOUR STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"NORTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"FRANCIS AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"NORTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"EAST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"WEST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"SOUTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"SOUTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"WEST HOUSATONIC STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"FIRST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"EAST MILL STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"NORTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"EAST STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"DEWEY AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HIGH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"TYLER STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"ROSTONE PL, Pittsfield, MA",Pittsfield,MA,"$66,859"
"EAST HOUSATONIC STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"CHESHIRE RD, Pittsfield, MA",Pittsfield,MA,"$66,859"
"NORTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"NORTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"TYLER STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"NORTH STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"LINCOLN STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"CROWN STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"HUBBARD AVENUE, Pittsfield, MA",Pittsfield,MA,"$66,859"
"SECOND STREET, Pittsfield, MA",Pittsfield,MA,"$66,859"
"200 BLOCK OF W 42ND ST, Manhattan, NY",Manhattan,NY,
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF E 14TH ST, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF LEXINGTON AVE, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF UNION SQ W, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF W 34TH ST, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 3RD AVE, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1700 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF 10TH AVE, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"800 BLOCK OF 8TH AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF LEXINGTON AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF E 14TH ST, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF E 33RD ST, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"800 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF W 34TH ST, New York, NY",New York,NY,"$76,607"
"1500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF W 57TH ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF W END AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"900 BLOCK OF 8TH AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF W 34TH ST, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, Manhattan, NY",Manhattan,NY,
"700 BLOCK OF E 59TH ST, Manhattan, NY",Manhattan,NY,
"400 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF LEXINGTON AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"600 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF W 34TH ST, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1700 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 3RD AVE, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"800 BLOCK OF 8TH AVE, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"1800 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF LEXINGTON AVE, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF E 33RD ST, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF W 42ND ST, New York, NY",New York,NY,"$76,607"
"800 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF 5TH AVE, New York, NY",New York,NY,"$76,607"
"1100 BLOCK OF 1ST AVE, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF W 34TH ST, New York, NY",New York,NY,"$76,607"
"1500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"1500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF PARK AVE S, New York, NY",New York,NY,"$76,607"
"700 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
